word,sentiment
disallow,negative
disappoint,negative
disappointed,negative
disappointing,negative
disappointingly,negative
disappointment,negative
disappointment,negative
disapprobation,negative
disapproval,negative
disapproval,negative
disapprove,negative
disapproving,negative
disarm,negative
disarray,negative
disarray,negative
disaster,negative
disastrous,negative
disastrously,negative
disavow,negative
disavowal,negative
disbelief,negative
disbelieve,negative
disbeliever,negative
discern,neutral
discerning,positive
disclaim,negative
discombobulate,negative
discomfit,negative
discomfititure,negative
discomfort,negative
discompose,negative
disconcert,negative
disconcerted,negative
disconcerting,negative
disconcertingly,negative
disconsolate,negative
disconsolately,negative
disconsolation,negative
discontent,negative
discontent,negative
discontented,negative
discontentedly,negative
discontinuity,negative
discontinuity,negative
discord,negative
discordance,negative
discordant,negative
discountenance,negative
discourage,negative
discouragement,negative
discouraging,negative
discouragingly,negative
discourteous,negative
discourteously,negative
discredit,negative
discreet,positive
discreet,positive
discrepant,negative
discretion,positive
discriminate,negative
discriminating,positive
discriminatingly,positive
discrimination,negative
discrimination,negative
discriminatory,negative
disdain,negative
disdain,negative
disdainful,negative
disdainfully,negative
disease,negative
diseased,negative
disfavor,negative
disgrace,negative
disgrace,negative
disgraced,negative
disgraceful,negative
disgracefully,negative
disgruntle,negative
disgruntled,negative
disgust,negative
disgust,negative
disgusted,negative
disgustedly,negative
disgustful,negative
disgustfully,negative
disgusting,negative
disgustingly,negative
dishearten,negative
disheartening,negative
dishearteningly,negative
dishonest,negative
dishonest,negative
dishonestly,negative
dishonesty,negative
dishonor,negative
dishonor,negative
dishonorable,negative
dishonorablely,negative
disillusion,negative
disillusion,negative
disillusioned,negative
disinclination,negative
disinclined,negative
disingenuous,negative
disingenuously,negative
disintegrate,negative
disinterested,negative
disintegration,negative
disinterest,negative
disinterested,negative
dislike,negative
dislocated,negative
disloyal,negative
disloyal,negative
disloyalty,negative
dismal,negative
dismally,negative
dismalness,negative
dismay,negative
dismay,negative
dismayed,negative
dismaying,negative
dismayingly,negative
dismissive,negative
dismissive,negative
dismissively,negative
disobedience,negative
disobedient,negative
disobey,negative
disown,negative
disorder,negative
disorder,negative
disordered,negative
disorderly,negative
disorganized,negative
disorient,negative
disoriented,negative
disown,negative
disparage,negative
disparaging,negative
disparagingly,negative
dispensable,negative
dispirit,negative
dispirited,negative
dispiritedly,negative
dispiriting,negative
displace,negative
displaced,negative
displease,negative
displeasing,negative
displeasure,negative
displeasure,negative
disposition,neutral
disproportionate,negative
disprove,negative
disputable,negative
dispute,negative
dispute,negative
disputed,negative
disquiet,negative
disquieting,negative
disquietingly,negative
disquietude,negative
disregard,negative
disregard,negative
disregardful,negative
disreputable,negative
disrepute,negative
disrespect,negative
disrespectable,negative
disrespectablity,negative
disrespectful,negative
disrespectfully,negative
disrespectfulness,negative
disrespecting,negative
disrespecting,negative
disrupt,negative
disruption,negative
disruption,negative
disruptive,negative
dissatisfaction,negative
dissatisfaction,negative
dissatisfactory,negative
dissatisfied,negative
dissatisfy,negative
dissatisfying,negative
dissemble,negative
dissembler,negative
dissension,negative
dissent,negative
dissent,negative
dissenter,negative
dissention,negative
disservice,negative
disservice,negative
dissidence,negative
dissident,negative
dissident,negative
dissidents,negative
dissidents,negative
dissocial,negative
dissolute,negative
dissolution,negative
dissonance,negative
dissonant,negative
dissonantly,negative
dissuade,negative
dissuasive,negative
distaste,negative
distasteful,negative
distastefully,negative
distinct,positive
distinction,positive
distinctive,positive
distinctive,positive
distinctive,positive
distinctly,neutral
distinguish,positive
distinguished,positive
distort,negative
distortion,negative
distortion,negative
distract,negative
distracting,negative
distraction,negative
distraction,negative
distraught,negative
distraughtly,negative
distraughtness,negative
distress,negative
distressed,negative
distressing,negative
distressingly,negative
distrust,negative
distrustful,negative
distrusting,negative
disturb,negative
disturbed,negative
disturbed-let,negative
disturbed-let,negative
disturbing,negative
disturbingly,negative
disunity,negative
disvalue,negative
divergent,negative
diversified,positive
divide,negative
divided,negative
divine,positive
divine,positive
divinely,positive
division,negative
divisive,negative
divisively,negative
divisiveness,negative
divorce,negative
divorce,negative
divorced,negative
dizzy,negative
dizzing,negative
dizzingly,negative
doddering,negative
dodge,positive
dodge,positive
dodgey,negative
dogged,negative
doggedly,negative
dogmatic,negative
doldrums,negative
dominance,negative
dominance,negative
dominant,neutral
dominant,neutral
dominate,negative
domination,negative
domination,negative
domineer,negative
domineering,negative
domineering,negative
doom,negative
doomsday,negative
doomsday,negative
dope,negative
dote,positive
dotingly,positive
doubt,negative
doubt,negative
doubtful,negative
doubtfully,negative
doubtless,positive
doubts,negative
doubts,negative
down,negative
downbeat,negative
downcast,negative
downer,negative
downfall,negative
downfallen,negative
downgrade,negative
downhearted,negative
downheartedly,negative
downright,neutral
downside,negative
drab,negative
draconian,negative
draconic,negative
dragon,negative
dragons,negative
dragons,negative
dragoon,negative
drain,negative
drain,negative
drama,negative
drama,negative
dramatic,neutral
dramatically,neutral
drastic,negative
drastically,negative
dread,negative
dread,negative
dreadful,negative
dreadfully,negative
dreadfulness,negative
dream,positive
dream,positive
dream,positive
dreamland,positive
dreams,positive
dreams,positive
dreamy,positive
dreary,negative
drive,positive
driven,positive
drones,negative
drones,negative
droop,negative
drought,negative
drought,negative
drowning,negative
drunk,negative
drunkard,negative
drunken,negative
dubious,negative
dubiously,negative
dubitable,negative
dud,negative
dull,negative
dullard,negative
dumb,negative
dumb,negative
dumbfound,negative
dumbfounded,negative
dummy,negative
dump,negative
dunce,negative
dungeon,negative
dungeons,negative
dungeons,negative
dupe,negative
durable,positive
durability,positive
dusty,negative
duty,neutral
dwindle,negative
dwindling,negative
dynamic,positive
dying,negative
eager,positive
eagerly,positive
eagerness,positive
earnest,positive
earnestly,positive
earnestness,positive
earsplitting,negative
ease,positive
ease,positive
easier,positive
easiest,positive
easily,positive
easiness,positive
easy,positive
easygoing,positive
ebullience,positive
ebullient,positive
ebulliently,positive
eccentric,negative
eccentricity,negative
eclectic,positive
economical,positive
ecstasies,positive
ecstasy,positive
ecstatic,positive
ecstatically,positive
edgy,negative
edify,positive
educable,positive
educated,positive
educational,positive
effective,positive
effectively,neutral
effectiveness,positive
effectual,positive
efficacious,positive
efficiency,positive
efficient,positive
effigy,negative
effortless,positive
effortlessly,positive
effrontery,negative
effusion,positive
effusive,positive
effusively,positive
effusiveness,positive
egalitarian,positive
ego,negative
ego,negative
egocentric,negative
egomania,negative
egotism,negative
egotistical,negative
egotistically,negative
egregious,negative
egregiously,negative
ejaculate,negative
elaborate,neutral
elan,positive
elate,positive
elated,positive
elatedly,positive
elation,positive
election-rigger,negative
election-rigger,negative
electrification,positive
electrification,positive
electrify,positive
elegance,positive
elegant,positive
elegantly,positive
elevate,positive
elevated,positive
eligible,positive
eliminate,negative
elimination,negative
elite,positive
eloquence,positive
eloquent,positive
eloquently,positive
else,neutral
emaciated,negative
emancipate,positive
emasculate,negative
embarrass,negative
embarrassing,negative
embarrassingly,negative
embarrassment,negative
embattled,negative
embellish,positive
embodiment,neutral
embolden,positive
embrace,positive
embroil,negative
embroiled,negative
embroilment,negative
eminence,positive
eminent,positive
emotion,neutral
emotion,neutral
emotional,negative
emotions,neutral
emotions,neutral
empathize,negative
empathy,negative
emphasise,neutral
emphasise,neutral
emphatic,negative
emphatically,negative
empower,positive
empowerment,positive
emptiness,negative
emptiness,negative
empty,negative
enable,positive
enchant,positive
enchanted,positive
enchanting,positive
enchantingly,positive
encourage,positive
encouragement,positive
encouragement,positive
encouraging,positive
encouraging,positive
encouragingly,positive
encroach,negative
encroachment,negative
endanger,negative
endear,positive
endearing,positive
endless,negative
endorse,positive
endorsement,positive
endorsement,positive
endorser,positive
endurable,positive
endure,positive
